locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDIIENPN_01916	CDS	504	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
HDIIENPN_01917	CDS	867	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
HDIIENPN_01918	CDS	642	cutC		COG3142	Copper homeostasis protein CutC
HDIIENPN_01919	CDS	1362	mgtE		COG2239	Magnesium transporter MgtE
HDIIENPN_01920	CDS	900				hypothetical protein
HDIIENPN_01921	CDS	798	ppnKA	2.7.1.23	COG0061	NAD kinase 1
HDIIENPN_01922	CDS	705	yjbM	2.7.6.5	COG2357	GTP pyrophosphokinase YjbM
HDIIENPN_01923	CDS	576	yjbK	3.6.1.-	COG4116	Putative triphosphatase YjbK
HDIIENPN_01924	CDS	678				hypothetical protein
HDIIENPN_01925	CDS	1296				ISL3 family transposase IS1251
HDIIENPN_01926	CDS	1809	pepF1_1	3.4.24.-		Oligoendopeptidase F, plasmid
HDIIENPN_01927	CDS	999				hypothetical protein
HDIIENPN_01928	CDS	654	mecA		COG4862	Adapter protein MecA 1
HDIIENPN_01929	CDS	399	spxA_3		COG1393	Regulatory protein Spx
HDIIENPN_01930	CDS	708	yfnB_1	3.-.-.-	COG1011	Putative HAD-hydrolase YfnB
HDIIENPN_01931	CDS	3195	rapA	3.6.4.-		RNA polymerase-associated protein RapA
HDIIENPN_01932	CDS	3129				hypothetical protein
HDIIENPN_01933	CDS	1122	sbcD			Nuclease SbcCD subunit D
HDIIENPN_01934	CDS	624	plsC	2.3.1.-	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
HDIIENPN_01935	CDS	735	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
HDIIENPN_01936	CDS	285				hypothetical protein
HDIIENPN_01937	CDS	1884	oatA	2.3.1.-		O-acetyltransferase OatA
HDIIENPN_01938	CDS	876				hypothetical protein
HDIIENPN_01939	CDS	1770	aspS	6.1.1.12		Aspartate--tRNA ligase
HDIIENPN_01940	CDS	1293	hisS	6.1.1.21		Histidine--tRNA ligase
HDIIENPN_01941	CDS	948	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
HDIIENPN_01942	CDS	1260	cypC	1.11.2.4		Fatty-acid peroxygenase
HDIIENPN_01943	CDS	447	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
HDIIENPN_01944	CDS	2214	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
HDIIENPN_01945	CDS	765	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
HDIIENPN_01946	CDS	948	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
HDIIENPN_01947	CDS	489				hypothetical protein
HDIIENPN_01948	CDS	672		3.2.2.-		Putative 3-methyladenine DNA glycosylase
HDIIENPN_01949	CDS	1287			COG2256	putative AAA domain-containing protein
HDIIENPN_01950	CDS	285				hypothetical protein
HDIIENPN_01951	CDS	480				Putative universal stress protein
HDIIENPN_01952	CDS	129				hypothetical protein
HDIIENPN_01953	CDS	1584	ybiT_2		COG0488	putative ABC transporter ATP-binding protein YbiT
HDIIENPN_01954	CDS	1185	ackA	2.7.2.1	COG0282	Acetate kinase
HDIIENPN_01955	CDS	1008				hypothetical protein
HDIIENPN_01956	CDS	360				hypothetical protein
HDIIENPN_01957	CDS	426				hypothetical protein
HDIIENPN_01958	CDS	303				hypothetical protein
HDIIENPN_01959	CDS	495				hypothetical protein
HDIIENPN_01960	CDS	279				hypothetical protein
HDIIENPN_01961	CDS	1050				hypothetical protein
HDIIENPN_01962	CDS	930	comGA		COG2804	ComG operon protein 1
HDIIENPN_01963	CDS	1755	adeC	3.5.4.2		Adenine deaminase
HDIIENPN_01964	CDS	663	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
HDIIENPN_01965	CDS	783	thiK	2.7.1.89		Thiamine kinase
HDIIENPN_01966	CDS	1212				hypothetical protein
HDIIENPN_01967	CDS	738	ecsA		COG1131	ABC-type transporter ATP-binding protein EcsA
HDIIENPN_01968	CDS	435	hit		COG0537	Protein hit
HDIIENPN_01969	CDS	345				hypothetical protein
HDIIENPN_01970	CDS	1011	prsA_3	5.2.1.8		Foldase protein PrsA
HDIIENPN_01971	CDS	945	yhaM	3.1.-.-	COG3481	3'-5' exoribonuclease YhaM
HDIIENPN_01972	CDS	2721				hypothetical protein
HDIIENPN_01973	CDS	1221				hypothetical protein
HDIIENPN_01974	CDS	837	ywpJ_2	3.1.3.-	COG0561	Phosphatase YwpJ
HDIIENPN_01975	rRNA	111				5S ribosomal RNA
HDIIENPN_01976	rRNA	2911				23S ribosomal RNA
HDIIENPN_01977	rRNA	1558				16S ribosomal RNA
HDIIENPN_01978	CDS	1311				hypothetical protein
HDIIENPN_01979	CDS	1419	yjmB		COG2211	putative symporter YjmB
HDIIENPN_01980	CDS	1569	xynB	3.2.1.37		Beta-xylosidase
HDIIENPN_01981	CDS	411				hypothetical protein
HDIIENPN_01982	CDS	924	pemA	3.1.1.11	COG4677	Pectinesterase A
HDIIENPN_01983	CDS	900				hypothetical protein
HDIIENPN_01984	CDS	1338				hypothetical protein
HDIIENPN_01985	CDS	1104	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
HDIIENPN_01986	CDS	1509	lipO		COG1653	Lipoprotein LipO
HDIIENPN_01987	CDS	693				hypothetical protein
HDIIENPN_01988	CDS	975	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
HDIIENPN_01989	CDS	873	araQ_5		COG0395	L-arabinose transport system permease protein AraQ
HDIIENPN_01990	CDS	2199	yesS		COG2207	HTH-type transcriptional regulator YesS
HDIIENPN_01991	CDS	993	exuR_2		COG1609	putative HTH-type transcriptional repressor ExuR
HDIIENPN_01992	CDS	1422	uxaB	1.1.1.58	COG0246	Altronate oxidoreductase
HDIIENPN_01993	CDS	1500	uxaA	4.2.1.7	COG2721	Altronate dehydratase
HDIIENPN_01994	CDS	1395	uxaC	5.3.1.12	COG1904	Uronate isomerase
HDIIENPN_01995	CDS	684	rhgT	3.1.1.-	COG2755	Rhamnogalacturonan acetylesterase RhgT
HDIIENPN_01996	CDS	837				hypothetical protein
HDIIENPN_01997	CDS	1755		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
HDIIENPN_01998	CDS	342				hypothetical protein
HDIIENPN_01999	CDS	2172	pbpF		COG0744	Penicillin-binding protein 1F
HDIIENPN_02000	CDS	858	rluD_2	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HDIIENPN_02001	CDS	858	gmuE_3	2.7.1.4	COG1940	Putative fructokinase
HDIIENPN_02002	CDS	2703	mngB	3.2.1.-	COG0383	Mannosylglycerate hydrolase
HDIIENPN_02003	CDS	1290				hypothetical protein
HDIIENPN_02004	CDS	1047	araR_2		COG1609	Arabinose metabolism transcriptional repressor
HDIIENPN_02005	CDS	2154				hypothetical protein
HDIIENPN_02006	CDS	1446	rhaR_4			HTH-type transcriptional activator RhaR
HDIIENPN_02007	CDS	1725				hypothetical protein
HDIIENPN_02008	CDS	615				hypothetical protein
HDIIENPN_02009	CDS	1458				hypothetical protein
HDIIENPN_02010	CDS	921	araQ_6		COG0395	L-arabinose transport system permease protein AraQ
HDIIENPN_02011	CDS	948	yteP_2		COG4209	putative multiple-sugar transport system permease YteP
HDIIENPN_02012	CDS	720	rluB_2	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
HDIIENPN_02013	CDS	1647	murJ_2		COG2244	Lipid II flippase MurJ
HDIIENPN_02014	CDS	591				hypothetical protein
HDIIENPN_02015	CDS	1506	murE	6.3.2.7	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
HDIIENPN_02016	CDS	1353	licC_2		COG1455	Lichenan permease IIC component
HDIIENPN_02017	CDS	519				hypothetical protein
HDIIENPN_02018	CDS	327	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
HDIIENPN_02019	CDS	1980	licR_2		COG1762	putative licABCH operon regulator
HDIIENPN_02020	CDS	315				hypothetical protein
HDIIENPN_02021	CDS	294				hypothetical protein
HDIIENPN_02022	CDS	1071				hypothetical protein
HDIIENPN_02023	CDS	981				hypothetical protein
HDIIENPN_02024	CDS	435				hypothetical protein
HDIIENPN_02025	CDS	1206	rhaR_5			HTH-type transcriptional activator RhaR
HDIIENPN_02026	CDS	387				hypothetical protein
HDIIENPN_02027	CDS	192				hypothetical protein
HDIIENPN_02028	CDS	195				hypothetical protein
HDIIENPN_02029	CDS	189				hypothetical protein
HDIIENPN_02030	CDS	1128				ISL3 family transposase IS1251
HDIIENPN_02031	CDS	1617				hypothetical protein
HDIIENPN_02032	CDS	219				hypothetical protein
HDIIENPN_02033	CDS	240				hypothetical protein
HDIIENPN_02034	CDS	1524				hypothetical protein
HDIIENPN_02035	CDS	123				hypothetical protein
HDIIENPN_02036	CDS	984	yjiA	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
HDIIENPN_02037	CDS	150	rpmGA_2			50S ribosomal protein L33 1
HDIIENPN_02038	CDS	378				hypothetical protein
HDIIENPN_02039	CDS	180	rpmF_2		COG0333	50S ribosomal protein L32
HDIIENPN_02040	CDS	270	rpsN2_1		COG0199	Alternate 30S ribosomal protein S14
HDIIENPN_02041	CDS	1743	ndvA	7.5.2.3	COG1132	Beta-(1-->2)glucan export ATP-binding/permease protein NdvA
HDIIENPN_02042	CDS	1755	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
HDIIENPN_02043	CDS	570				hypothetical protein
HDIIENPN_02044	CDS	1416	ykoD	3.6.3.-	COG1122	Putative HMP/thiamine import ATP-binding protein YkoD
HDIIENPN_02045	CDS	669				hypothetical protein
HDIIENPN_02046	CDS	519				hypothetical protein
HDIIENPN_02047	CDS	93				hypothetical protein
HDIIENPN_02048	CDS	234				hypothetical protein
HDIIENPN_02049	CDS	951	ssaB_1		COG0803	Manganese ABC transporter substrate-binding lipoprotein
HDIIENPN_02050	CDS	843	mntB_1			Manganese transport system membrane protein MntB
HDIIENPN_02051	CDS	1188				IS110 family transposase ISBth13
HDIIENPN_02052	CDS	741	scaC_1	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
HDIIENPN_02053	CDS	1227	xerC_11			Tyrosine recombinase XerC
HDIIENPN_02054	CDS	393	rpsI		COG0103	30S ribosomal protein S9
HDIIENPN_02055	CDS	444	rplM			50S ribosomal protein L13
HDIIENPN_02056	CDS	468	dps	1.16.-.-	COG0783	DNA protection during starvation protein
HDIIENPN_02057	CDS	1539	xylB_2	2.7.1.17	COG1070	Xylulose kinase
HDIIENPN_02058	CDS	687	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
HDIIENPN_02059	CDS	528	msrA_2	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
HDIIENPN_02060	CDS	678	yvdM_1	5.4.2.6	COG0637	Beta-phosphoglucomutase
HDIIENPN_02061	CDS	1131	glxK	2.7.1.31		Glycerate kinase
HDIIENPN_02062	CDS	2184	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
HDIIENPN_02063	CDS	1026	rifL	1.1.1.-		Putative UDP-kanosamine synthase oxidoreductase subunit
HDIIENPN_02064	CDS	828				hypothetical protein
HDIIENPN_02065	CDS	1068	tdh	1.1.1.103		L-threonine 3-dehydrogenase
HDIIENPN_02066	CDS	837	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
HDIIENPN_02067	CDS	870	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
HDIIENPN_02068	CDS	1284				hypothetical protein
HDIIENPN_02069	CDS	1686	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
HDIIENPN_02070	CDS	1026	purR_1		COG1609	HTH-type transcriptional repressor PurR
HDIIENPN_02071	CDS	3654	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
HDIIENPN_02072	CDS	3618	rpoB	2.7.7.6	COG0085	DNA-directed RNA polymerase subunit beta
HDIIENPN_02073	CDS	969				hypothetical protein
HDIIENPN_02074	CDS	906				hypothetical protein
HDIIENPN_02075	CDS	807	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
HDIIENPN_02076	CDS	969	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
HDIIENPN_02077	CDS	525				hypothetical protein
HDIIENPN_02078	CDS	1983				hypothetical protein
HDIIENPN_02079	CDS	987	hepT	2.5.1.30	COG0142	Heptaprenyl diphosphate synthase component 2
HDIIENPN_02080	CDS	567				hypothetical protein
HDIIENPN_02081	CDS	417				hypothetical protein
HDIIENPN_02082	CDS	1935	norW	1.18.1.-		Nitric oxide reductase FlRd-NAD(+) reductase
HDIIENPN_02083	CDS	957				hypothetical protein
HDIIENPN_02084	CDS	1104	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
HDIIENPN_02085	CDS	954	menA	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
HDIIENPN_02086	CDS	1347	gor	1.8.1.7	COG1249	Glutathione reductase
HDIIENPN_02087	CDS	1251				hypothetical protein
HDIIENPN_02088	CDS	924	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
HDIIENPN_02089	CDS	2493	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
HDIIENPN_02090	CDS	468	ctsR		COG4463	Transcriptional regulator CtsR
HDIIENPN_02091	tRNA	77				tRNA-Arg(acg)
HDIIENPN_02092	tRNA	74				tRNA-Pro(tgg)
HDIIENPN_02093	tRNA	76				tRNA-Arg(acg)
HDIIENPN_02094	tRNA	86				tRNA-Leu(taa)
HDIIENPN_02095	tRNA	72				tRNA-Gly(gcc)
HDIIENPN_02096	tRNA	76				tRNA-Thr(tgt)
HDIIENPN_02097	tRNA	84				tRNA-Leu(tag)
HDIIENPN_02098	tRNA	75				tRNA-Lys(ttt)
HDIIENPN_02099	tRNA	75				tRNA-Val(tac)
HDIIENPN_02100	rRNA	111				5S ribosomal RNA
HDIIENPN_02101	rRNA	2911				23S ribosomal RNA
HDIIENPN_02102	rRNA	1558				16S ribosomal RNA
HDIIENPN_02103	CDS	690	srrA_2		COG0745	Transcriptional regulatory protein SrrA
HDIIENPN_02104	CDS	1209	rcsC_2	2.7.13.3		Sensor histidine kinase RcsC
HDIIENPN_02105	CDS	1272	serS	6.1.1.11		Serine--tRNA ligase
HDIIENPN_02106	CDS	1485	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
HDIIENPN_02107	CDS	696				hypothetical protein
HDIIENPN_02108	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
HDIIENPN_02109	CDS	192				hypothetical protein
HDIIENPN_02110	CDS	891	spo0J		COG1475	Stage 0 sporulation protein J
HDIIENPN_02111	CDS	768	soj_1	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HDIIENPN_02112	CDS	714	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
HDIIENPN_02113	CDS	1902	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
HDIIENPN_02114	CDS	1398	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
HDIIENPN_02115	CDS	339				hypothetical protein
HDIIENPN_02116	CDS	759				hypothetical protein
HDIIENPN_02117	CDS	819	misCA		COG0706	Membrane protein insertase MisCA
HDIIENPN_02118	CDS	357	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
HDIIENPN_02119	CDS	135	rpmH			50S ribosomal protein L34
HDIIENPN_02120	CDS	1335	dnaA		COG0593	Chromosomal replication initiator protein DnaA
HDIIENPN_02121	CDS	1131	dnaN		COG0592	Beta sliding clamp
HDIIENPN_02122	CDS	309				hypothetical protein
HDIIENPN_02123	CDS	1125	recF		COG1195	DNA replication and repair protein RecF
HDIIENPN_02124	CDS	1947	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
HDIIENPN_02125	CDS	2472	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
HDIIENPN_02126	CDS	300	rpsF		COG0360	30S ribosomal protein S6
HDIIENPN_02127	CDS	513	ssb_1		COG0629	Single-stranded DNA-binding protein
HDIIENPN_02128	CDS	237	rpsR		COG0238	30S ribosomal protein S18
HDIIENPN_02129	CDS	1974	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
HDIIENPN_02130	CDS	453	rplI			50S ribosomal protein L9
HDIIENPN_02131	CDS	1368	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
HDIIENPN_02132	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
HDIIENPN_02133	CDS	864				DegV domain-containing protein
HDIIENPN_02134	CDS	1623	ybiT_3		COG0488	putative ABC transporter ATP-binding protein YbiT
HDIIENPN_02135	CDS	522				hypothetical protein
HDIIENPN_02136	CDS	1731	pox5	1.2.3.3	COG0028	Pyruvate oxidase
HDIIENPN_02137	CDS	819	zupT		COG0428	Zinc transporter ZupT
HDIIENPN_02138	CDS	198				hypothetical protein
HDIIENPN_02139	CDS	579				Potassium channel
HDIIENPN_02140	CDS	138				hypothetical protein
HDIIENPN_02141	CDS	504				hypothetical protein
HDIIENPN_02142	CDS	1026				hypothetical protein
HDIIENPN_02143	CDS	864				hypothetical protein
HDIIENPN_02144	CDS	378				hypothetical protein
HDIIENPN_02145	CDS	231				hypothetical protein
HDIIENPN_02146	CDS	207				hypothetical protein
HDIIENPN_02147	CDS	372				hypothetical protein
HDIIENPN_02148	CDS	693	yvdM_2	5.4.2.6	COG0637	Beta-phosphoglucomutase
HDIIENPN_02149	CDS	786	lacR_2			Lactose phosphotransferase system repressor
HDIIENPN_02150	CDS	1401	lacG_3	3.2.1.85	COG2723	6-phospho-beta-galactosidase
HDIIENPN_02151	CDS	318	lacF_5			PTS system lactose-specific EIIA component
HDIIENPN_02152	CDS	1674	lacE_2		COG1455	PTS system lactose-specific EIICB component
HDIIENPN_02153	CDS	1632				hypothetical protein
HDIIENPN_02154	CDS	1566	guaA_1	6.3.5.2		GMP synthase [glutamine-hydrolyzing]
HDIIENPN_02155	CDS	924	coaA	2.7.1.33		Pantothenate kinase
HDIIENPN_02156	CDS	606	rsmC	2.1.1.172	COG2813	Ribosomal RNA small subunit methyltransferase C
HDIIENPN_02157	CDS	1017	degA_2		COG1609	HTH-type transcriptional regulator DegA
HDIIENPN_02158	CDS	1302	pdp	2.4.2.2	COG0213	Pyrimidine-nucleoside phosphorylase
HDIIENPN_02159	CDS	663	deoC	4.1.2.4	COG0274	Deoxyribose-phosphate aldolase
HDIIENPN_02160	CDS	399	cdd	3.5.4.5	COG0295	Cytidine deaminase
HDIIENPN_02161	CDS	1083	tmpC		COG1744	Membrane lipoprotein TmpC
HDIIENPN_02162	CDS	1563	mglA	7.5.2.11	COG1129	Galactose/methyl galactoside import ATP-binding protein MglA
HDIIENPN_02163	CDS	1134				hypothetical protein
HDIIENPN_02164	CDS	957				hypothetical protein
HDIIENPN_02165	CDS	1167	deoB	5.4.2.7		Phosphopentomutase
HDIIENPN_02166	CDS	819	punA	2.4.2.1		Purine nucleoside phosphorylase 1
HDIIENPN_02167	CDS	708	deoD	2.4.2.1	COG0813	Purine nucleoside phosphorylase DeoD-type
HDIIENPN_02168	CDS	687	gpmA_3	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HDIIENPN_02169	CDS	582	hin		COG1961	DNA-invertase hin
HDIIENPN_02170	CDS	684	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
HDIIENPN_02171	CDS	414	rpsL		COG0048	30S ribosomal protein S12
HDIIENPN_02172	CDS	471	rpsG		COG0049	30S ribosomal protein S7
HDIIENPN_02173	CDS	2088	fus			Elongation factor G
HDIIENPN_02174	CDS	1188	tuf_2		COG0050	Elongation factor Tu
HDIIENPN_02175	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
HDIIENPN_02176	CDS	630	rplC		COG0087	50S ribosomal protein L3
HDIIENPN_02177	CDS	624	rplD		COG0088	50S ribosomal protein L4
HDIIENPN_02178	CDS	291	rplW			50S ribosomal protein L23
HDIIENPN_02179	CDS	834	rplB		COG0090	50S ribosomal protein L2
HDIIENPN_02180	CDS	279	rpsS		COG0185	30S ribosomal protein S19
HDIIENPN_02181	CDS	348	rplV		COG0091	50S ribosomal protein L22
HDIIENPN_02182	CDS	657	rpsC		COG0092	30S ribosomal protein S3
HDIIENPN_02183	CDS	435	rplP		COG0197	50S ribosomal protein L16
HDIIENPN_02184	CDS	189	rpmC		COG0255	50S ribosomal protein L29
HDIIENPN_02185	CDS	267	rpsQ		COG0186	30S ribosomal protein S17
HDIIENPN_02186	CDS	369	rplN		COG0093	50S ribosomal protein L14
HDIIENPN_02187	CDS	309	rplX			50S ribosomal protein L24
HDIIENPN_02188	CDS	540	rplE		COG0094	50S ribosomal protein L5
HDIIENPN_02189	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
HDIIENPN_02190	CDS	399	rpsH		COG0096	30S ribosomal protein S8
HDIIENPN_02191	CDS	537	rplF			50S ribosomal protein L6
HDIIENPN_02192	CDS	357	rplR		COG0256	50S ribosomal protein L18
HDIIENPN_02193	CDS	501	rpsE		COG0098	30S ribosomal protein S5
HDIIENPN_02194	CDS	180	rpmD		COG1841	50S ribosomal protein L30
HDIIENPN_02195	CDS	441	rplO			50S ribosomal protein L15
HDIIENPN_02196	CDS	1296	secY			Protein translocase subunit SecY
HDIIENPN_02197	CDS	648	adk	2.7.4.3		Adenylate kinase
HDIIENPN_02198	CDS	219	infA		COG0361	Translation initiation factor IF-1
HDIIENPN_02199	CDS	117	rpmJ		COG0257	50S ribosomal protein L36
HDIIENPN_02200	CDS	366	rpsM		COG0099	30S ribosomal protein S13
HDIIENPN_02201	CDS	390	rpsK			30S ribosomal protein S11
HDIIENPN_02202	CDS	939	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
HDIIENPN_02203	CDS	381	rplQ		COG0203	50S ribosomal protein L17
HDIIENPN_02204	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
HDIIENPN_02205	CDS	870	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
HDIIENPN_02206	CDS	798	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
HDIIENPN_02207	CDS	747	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
HDIIENPN_02208	CDS	807				hypothetical protein
HDIIENPN_02209	CDS	369	lrpC		COG1522	HTH-type transcriptional regulator LrpC
HDIIENPN_02210	CDS	1173				IS256 family transposase IS256
HDIIENPN_02211	CDS	1179				IS256 family transposase ISEf1
HDIIENPN_02212	CDS	339				hypothetical protein
HDIIENPN_02213	CDS	549				hypothetical protein
HDIIENPN_02214	CDS	660				hypothetical protein
HDIIENPN_02215	CDS	909				IS982 family transposase ISEfm1
HDIIENPN_02216	CDS	2670				hypothetical protein
HDIIENPN_02217	CDS	189	rpmB			50S ribosomal protein L28
HDIIENPN_02218	CDS	363				putative protein
HDIIENPN_02219	CDS	1683				putative protein
HDIIENPN_02220	CDS	2037	recG	3.6.4.12		ATP-dependent DNA helicase RecG
HDIIENPN_02221	CDS	1002	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
HDIIENPN_02222	CDS	243	acpP		COG0236	Acyl carrier protein
HDIIENPN_02223	CDS	1188				IS110 family transposase ISBth13
HDIIENPN_02224	CDS	1005	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
HDIIENPN_02225	CDS	945	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
HDIIENPN_02226	CDS	963	gsiC		COG0601	Glutathione transport system permease protein GsiC
HDIIENPN_02227	CDS	915				hypothetical protein
HDIIENPN_02228	CDS	1782				hypothetical protein
HDIIENPN_02229	CDS	687	rnc	3.1.26.3	COG0571	Ribonuclease 3
HDIIENPN_02230	CDS	3582	smc_3		COG1196	Chromosome partition protein Smc
HDIIENPN_02231	CDS	810	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
HDIIENPN_02232	CDS	999	ftsY		COG0552	Signal recognition particle receptor FtsY
HDIIENPN_02233	CDS	2268	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
HDIIENPN_02234	CDS	453	yueI		COG5506	putative protein YueI
HDIIENPN_02235	CDS	951	yclN		COG4606	Petrobactin import system permease protein YclN
HDIIENPN_02236	CDS	960	yclO		COG4605	Petrobactin import system permease protein YclO
HDIIENPN_02237	CDS	756	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
HDIIENPN_02238	CDS	954	yclQ		COG4607	Petrobactin-binding protein YclQ
HDIIENPN_02239	CDS	108				hypothetical protein
HDIIENPN_02240	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_02241	CDS	189				hypothetical protein
HDIIENPN_02242	CDS	1173				IS256 family transposase IS256
HDIIENPN_02243	CDS	357				hypothetical protein
HDIIENPN_02244	CDS	900				hypothetical protein
HDIIENPN_02245	CDS	897				IS982 family transposase ISEfm1
HDIIENPN_02246	CDS	729				hypothetical protein
HDIIENPN_02247	CDS	1680				hypothetical protein
HDIIENPN_02248	CDS	960			COG2826	IS30 family transposase IS6770
HDIIENPN_02249	CDS	735	gla		COG0580	Glycerol facilitator-aquaporin gla
HDIIENPN_02250	CDS	411	cidA			Holin-like protein CidA
HDIIENPN_02251	CDS	702	yohK		COG1346	Inner membrane protein YohK
HDIIENPN_02252	CDS	1584				hypothetical protein
HDIIENPN_02253	CDS	222				hypothetical protein
HDIIENPN_02254	CDS	762		1.1.1.391	COG1028	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2
HDIIENPN_02255	CDS	510	queT_2		COG4708	Queuosine precursor transporter QueT
